ID,F,S11,Lfeed,Lp,Lslot,Lslot_plus,Rc,Wfeed,Wp,Wslot,Wslot_plus,t,xsub,ysub
0,2.826086957,-8.824428347,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.836120401,-8.828217005,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.846153846,-8.830018724,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.856187291,-8.829656918,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.866220736,-8.827092579,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.876254181,-8.822251683,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.886287625,-8.815005687,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.89632107,-8.805397215,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.906354515,-8.793210047,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.91638796,-8.778552999,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.926421405,-8.761282471,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.936454849,-8.741419078,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.946488294,-8.718948918,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.956521739,-8.693797882,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.966555184,-8.66608466,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.976588629,-8.635656587,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.986622074,-8.602694602,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.996655518,-8.567128534,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.006688963,-8.529045395,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.016722408,-8.48850768,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.026755853,-8.445513482,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
