ID,S11,S21,F,P,D,W,G
1,-3.575567109,-2.690431337,1.411371237,19,17,1,2
1,-3.529383363,-2.730114589,1.421404682,19,17,1,2
1,-3.483700213,-2.7701102,1.431438127,19,17,1,2
1,-3.438509442,-2.810419602,1.441471572,19,17,1,2
1,-3.393802393,-2.851044676,1.451505017,19,17,1,2
1,-3.349573304,-2.891988698,1.461538462,19,17,1,2
1,-3.305815032,-2.933253497,1.471571906,19,17,1,2
1,-3.262518512,-2.974841072,1.481605351,19,17,1,2
1,-3.219677813,-3.016753828,1.491638796,19,17,1,2
1,-3.177287343,-3.058994605,1.501672241,19,17,1,2
1,-3.135339015,-3.101566938,1.511705686,19,17,1,2
1,-3.093827186,-3.144473159,1.52173913,19,17,1,2
1,-3.052745864,-3.187714859,1.531772575,19,17,1,2
1,-3.012087429,-3.231296266,1.54180602,19,17,1,2
1,-2.97184632,-3.275221801,1.551839465,19,17,1,2
1,-2.932016974,-3.319494186,1.56187291,19,17,1,2
1,-2.892594452,-3.364116477,1.571906355,19,17,1,2
1,-2.853572066,-3.409093064,1.581939799,19,17,1,2
1,-2.814944832,-3.454427303,1.591973244,19,17,1,2
1,-2.776706589,-3.500123619,1.602006689,19,17,1,2
1,-2.738853248,-3.546186723,1.612040134,19,17,1,2
1,-2.7013799,-3.592620274,1.622073579,19,17,1,2
1,-2.664279829,-3.639427613,1.632107023,19,17,1,2
1,-2.627550612,-3.686616393,1.642140468,19,17,1,2
1,-2.591186069,-3.734189137,1.652173913,19,17,1,2
1,-2.555181459,-3.78215012,1.662207358,19,17,1,2
1,-2.519532862,-3.83050525,1.672240803,19,17,1,2
1,-2.484236285,-3.879262128,1.682274247,19,17,1,2
1,-2.449287461,-3.928422819,1.692307692,19,17,1,2
1,-2.414681764,-3.97799535,1.702341137,19,17,1,2
1,-2.3804161,-4.027983764,1.712374582,19,17,1,2
1,-2.346486309,-4.078395457,1.722408027,19,17,1,2
1,-2.312887735,-4.129235104,1.732441472,19,17,1,2
1,-2.279617544,-4.180509297,1.742474916,19,17,1,2
1,-2.246673651,-4.232224535,1.752508361,19,17,1,2
1,-2.214050862,-4.284386614,1.762541806,19,17,1,2
1,-2.181747288,-4.337005207,1.772575251,19,17,1,2
1,-2.149756777,-4.390081931,1.782608696,19,17,1,2
1,-2.118080123,-4.443628967,1.79264214,19,17,1,2
1,-2.086713187,-4.497651139,1.802675585,19,17,1,2
1,-2.055652068,-4.552156465,1.81270903,19,17,1,2
1,-2.024899203,-4.607156394,1.822742475,19,17,1,2
1,-1.994447529,-4.662656145,1.83277592,19,17,1,2
1,-1.964291651,-4.718661864,1.842809365,19,17,1,2
1,-1.934434323,-4.775180029,1.852842809,19,17,1,2
1,-1.904869158,-4.832221236,1.862876254,19,17,1,2
